partner_id,week_number,week_start_date,logins,referrals,earnings,unresolved_tickets,ticket_sentiment,join_date,region,partner_type,priority,behavior,days_since_last_outreach,payout_delay_days,commission_dispute_count,competitor_mention_flag,churn_driver,recommended_action
P0002,15,07-10-2025,8,43,452,0,,04-02-2024,North America,Introducer,Bronze,healthy,13,0,1,0,Financial Issues,Escalate to Finance + commission review
P0002,16,14-10-2025,20,33,131,4,,04-02-2024,North America,Introducer,Bronze,at_risk,3,2,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0002,17,21-10-2025,5,110,0,0,,04-02-2024,North America,Introducer,Bronze,healthy,13,1,0,0,Low Engagement,Re-engagement email + training invite
P0002,18,28-10-2025,18,139,0,0,,04-02-2024,North America,Introducer,Bronze,healthy,26,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,19,04-11-2025,6,124,585,0,,04-02-2024,North America,Introducer,Bronze,healthy,29,0,0,0,Low Engagement,Re-engagement email + training invite
P0002,20,11-11-2025,8,30,0,4,,04-02-2024,North America,Introducer,Bronze,churning,17,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0002,21,18-11-2025,20,45,0,0,,04-02-2024,North America,Introducer,Bronze,healthy,12,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,22,25-11-2025,27,22,0,1,,04-02-2024,North America,Introducer,Bronze,healthy,22,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,23,02-12-2025,23,109,12,0,,04-02-2024,North America,Introducer,Bronze,at_risk,20,2,0,0,Performance Decline,Marketing assistance + performance review
P0002,24,09-12-2025,19,126,466,0,,04-02-2024,North America,Introducer,Bronze,healthy,23,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,25,16-12-2025,29,48,0,0,,04-02-2024,North America,Introducer,Bronze,healthy,3,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,26,23-12-2025,15,84,0,0,,04-02-2024,North America,Introducer,Bronze,healthy,6,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,27,30-12-2025,18,146,134,1,,04-02-2024,North America,Introducer,Bronze,healthy,1,0,0,0,Relationship Neglect,Immediate account manager outreach
P0002,28,06-01-2026,24,80,0,5,,04-02-2024,North America,Introducer,Bronze,healthy,12,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0002,29,13-01-2026,11,100,0,0,,04-02-2024,North America,Introducer,Bronze,at_risk,28,0,0,0,Performance Decline,Marketing assistance + performance review
P0002,30,20-01-2026,24,70,253,1,,04-02-2024,North America,Introducer,Bronze,healthy,28,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,1,01-07-2025,16,70,349,0,,07-11-2024,Asia,API User,Silver,churning,19,0,1,0,Financial Issues,Escalate to Finance + commission review
P0003,2,08-07-2025,29,56,747,0,,07-11-2024,Asia,API User,Silver,churning,16,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0003,3,15-07-2025,29,21,686,4,,07-11-2024,Asia,API User,Silver,healthy,8,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0003,4,22-07-2025,8,99,337,0,,07-11-2024,Asia,API User,Silver,churning,22,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,5,29-07-2025,21,55,1174,0,,07-11-2024,Asia,API User,Silver,healthy,2,2,0,0,Low Engagement,Re-engagement email + training invite
P0003,6,05-08-2025,28,39,225,2,,07-11-2024,Asia,API User,Silver,healthy,18,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,7,12-08-2025,19,20,439,0,,07-11-2024,Asia,API User,Silver,healthy,1,0,1,0,Financial Issues,Escalate to Finance + commission review
P0003,8,19-08-2025,13,108,825,0,,07-11-2024,Asia,API User,Silver,healthy,5,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,9,26-08-2025,7,32,1085,1,,07-11-2024,Asia,API User,Silver,healthy,14,2,0,0,Low Engagement,Re-engagement email + training invite
P0003,10,02-09-2025,18,10,672,4,,07-11-2024,Asia,API User,Silver,at_risk,28,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0003,11,09-09-2025,12,48,310,0,,07-11-2024,Asia,API User,Silver,healthy,22,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,12,16-09-2025,9,66,451,0,,07-11-2024,Asia,API User,Silver,at_risk,2,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,13,23-09-2025,23,112,290,0,,07-11-2024,Asia,API User,Silver,at_risk,15,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,14,30-09-2025,23,61,1074,0,,07-11-2024,Asia,API User,Silver,at_risk,19,0,1,0,Financial Issues,Escalate to Finance + commission review
P0003,15,07-10-2025,9,38,296,0,,07-11-2024,Asia,API User,Silver,healthy,2,2,0,0,Low Engagement,Re-engagement email + training invite
P0003,16,14-10-2025,25,135,989,0,,07-11-2024,Asia,API User,Silver,at_risk,16,0,0,0,Relationship Neglect,Immediate account manager outreach
P0003,17,21-10-2025,8,113,735,0,,07-11-2024,Asia,API User,Silver,healthy,18,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,18,28-10-2025,23,30,276,0,,07-11-2024,Asia,API User,Silver,healthy,5,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,19,04-11-2025,16,99,448,2,,07-11-2024,Asia,API User,Silver,at_risk,25,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,20,11-11-2025,29,65,262,2,,07-11-2024,Asia,API User,Silver,healthy,8,2,0,0,Performance Decline,Marketing assistance + performance review
P0003,21,18-11-2025,7,56,840,0,,07-11-2024,Asia,API User,Silver,healthy,24,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,22,25-11-2025,17,23,601,0,,07-11-2024,Asia,API User,Silver,churning,28,0,0,0,Relationship Neglect,Immediate account manager outreach
P0003,23,02-12-2025,10,124,489,0,,07-11-2024,Asia,API User,Silver,healthy,17,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,24,09-12-2025,26,135,446,0,,07-11-2024,Asia,API User,Silver,churning,9,1,0,0,Performance Decline,Marketing assistance + performance review
P0003,25,16-12-2025,22,120,324,0,,07-11-2024,Asia,API User,Silver,churning,10,0,0,0,Performance Decline,Marketing assistance + performance review
P0003,26,23-12-2025,9,15,640,2,,07-11-2024,Asia,API User,Silver,healthy,6,0,0,0,Low Engagement,Re-engagement email + training invite
P0003,27,30-12-2025,29,42,956,0,,07-11-2024,Asia,API User,Silver,churning,24,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0003,28,06-01-2026,13,140,1038,0,,07-11-2024,Asia,API User,Silver,at_risk,20,0,2,0,Financial Issues,Escalate to Finance + commission review
P0003,29,13-01-2026,15,13,947,0,,07-11-2024,Asia,API User,Silver,healthy,2,5,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0003,30,20-01-2026,15,145,1062,0,,07-11-2024,Asia,API User,Silver,churning,20,1,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0004,1,01-07-2025,18,73,189,0,,22-04-2024,Asia,Introducer,Silver,churning,1,0,1,0,Financial Issues,Escalate to Finance + commission review
P0004,2,08-07-2025,22,19,1001,0,,22-04-2024,Asia,Introducer,Silver,healthy,5,0,0,0,Financial Issues,Escalate to Finance + commission review
P0004,3,15-07-2025,21,18,428,0,,22-04-2024,Asia,Introducer,Silver,healthy,28,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,4,22-07-2025,22,87,335,3,,22-04-2024,Asia,Introducer,Silver,healthy,8,10,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,5,29-07-2025,26,69,419,1,,22-04-2024,Asia,Introducer,Silver,at_risk,3,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,6,05-08-2025,9,14,824,0,,22-04-2024,Asia,Introducer,Silver,at_risk,25,0,1,0,Financial Issues,Escalate to Finance + commission review
P0004,7,12-08-2025,12,81,501,0,,22-04-2024,Asia,Introducer,Silver,healthy,25,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,8,19-08-2025,5,62,244,3,,22-04-2024,Asia,Introducer,Silver,churning,19,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,9,26-08-2025,14,24,1067,2,,22-04-2024,Asia,Introducer,Silver,healthy,6,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,10,02-09-2025,5,42,540,0,,22-04-2024,Asia,Introducer,Silver,healthy,1,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,11,09-09-2025,10,56,217,1,,22-04-2024,Asia,Introducer,Silver,healthy,29,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,12,16-09-2025,8,85,146,1,,22-04-2024,Asia,Introducer,Silver,at_risk,11,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,13,23-09-2025,9,20,382,4,,22-04-2024,Asia,Introducer,Silver,at_risk,14,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,14,30-09-2025,16,113,462,0,,22-04-2024,Asia,Introducer,Silver,healthy,24,0,0,0,Financial Issues,Escalate to Finance + commission review
P0004,15,07-10-2025,12,136,904,0,,22-04-2024,Asia,Introducer,Silver,healthy,14,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,16,14-10-2025,13,20,395,0,,22-04-2024,Asia,Introducer,Silver,at_risk,23,0,2,0,Financial Issues,Escalate to Finance + commission review
P0004,17,21-10-2025,5,72,924,0,,22-04-2024,Asia,Introducer,Silver,healthy,21,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,18,28-10-2025,14,66,236,0,,22-04-2024,Asia,Introducer,Silver,churning,6,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,19,04-11-2025,11,100,485,0,,22-04-2024,Asia,Introducer,Silver,healthy,7,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,20,11-11-2025,10,97,279,0,,22-04-2024,Asia,Introducer,Silver,at_risk,21,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,21,18-11-2025,11,90,148,4,,22-04-2024,Asia,Introducer,Silver,healthy,8,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,22,25-11-2025,11,10,660,0,,22-04-2024,Asia,Introducer,Silver,at_risk,29,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,23,02-12-2025,17,39,404,1,,22-04-2024,Asia,Introducer,Silver,at_risk,2,0,0,0,Performance Decline,Marketing assistance + performance review
P0004,24,09-12-2025,21,123,601,0,,22-04-2024,Asia,Introducer,Silver,at_risk,10,0,0,0,Relationship Neglect,Immediate account manager outreach
P0004,25,16-12-2025,18,133,1078,1,,22-04-2024,Asia,Introducer,Silver,healthy,25,5,0,0,Low Engagement,Re-engagement email + training invite
P0004,26,23-12-2025,7,81,858,0,,22-04-2024,Asia,Introducer,Silver,healthy,15,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,27,30-12-2025,6,44,363,0,,22-04-2024,Asia,Introducer,Silver,healthy,22,0,0,0,Low Engagement,Re-engagement email + training invite
P0004,28,06-01-2026,18,64,568,2,,22-04-2024,Asia,Introducer,Silver,healthy,19,0,0,0,Relationship Neglect,Immediate account manager outreach
P0004,29,13-01-2026,22,11,647,3,,22-04-2024,Asia,Introducer,Silver,churning,23,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0004,30,20-01-2026,16,29,218,0,,22-04-2024,Asia,Introducer,Silver,churning,20,0,0,0,Performance Decline,Marketing assistance + performance review
P0005,1,01-07-2025,28,68,3918,2,,29-12-2024,Europe,Payment Agent,Gold,healthy,8,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0005,2,08-07-2025,17,34,4722,0,,29-12-2024,Europe,Payment Agent,Gold,at_risk,29,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0005,3,15-07-2025,6,46,3869,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,6,2,0,0,Low Engagement,Re-engagement email + training invite
P0005,4,22-07-2025,21,131,3794,1,,29-12-2024,Europe,Payment Agent,Gold,churning,8,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0005,5,29-07-2025,16,62,4370,0,,29-12-2024,Europe,Payment Agent,Gold,at_risk,2,2,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0005,6,05-08-2025,15,60,4582,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,27,0,0,0,Relationship Neglect,Immediate account manager outreach
P0005,7,12-08-2025,12,63,4567,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,26,0,1,0,Financial Issues,Escalate to Finance + commission review
P0005,8,19-08-2025,19,90,4308,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,9,0,0,0,Performance Decline,Marketing assistance + performance review
P0005,9,26-08-2025,12,26,4473,0,,29-12-2024,Europe,Payment Agent,Gold,churning,18,0,0,0,Relationship Neglect,Immediate account manager outreach
P0005,10,02-09-2025,16,111,3989,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,17,0,0,0,Performance Decline,Marketing assistance + performance review
P0005,11,09-09-2025,29,64,4090,0,,29-12-2024,Europe,Payment Agent,Gold,churning,21,0,1,0,Financial Issues,Escalate to Finance + commission review
P0005,12,16-09-2025,27,127,3841,0,,29-12-2024,Europe,Payment Agent,Gold,churning,26,10,1,0,Financial Issues,Escalate to Finance + commission review
P0005,13,23-09-2025,17,35,4249,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,22,0,1,0,Financial Issues,Escalate to Finance + commission review
P0005,14,30-09-2025,11,23,4010,0,,29-12-2024,Europe,Payment Agent,Gold,churning,29,0,0,0,Relationship Neglect,Immediate account manager outreach
P0005,15,07-10-2025,24,112,4354,0,,29-12-2024,Europe,Payment Agent,Gold,churning,5,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0005,16,14-10-2025,12,117,3931,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,18,1,0,0,Performance Decline,Marketing assistance + performance review
P0005,17,21-10-2025,20,117,3921,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,13,0,0,0,Performance Decline,Marketing assistance + performance review
P0005,18,28-10-2025,7,132,4034,5,,29-12-2024,Europe,Payment Agent,Gold,healthy,12,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0005,19,04-11-2025,20,130,4457,1,,29-12-2024,Europe,Payment Agent,Gold,healthy,3,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0005,20,11-11-2025,18,129,4189,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,21,0,0,0,Low Engagement,Re-engagement email + training invite
P0005,21,18-11-2025,13,58,4735,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,11,0,1,0,Financial Issues,Escalate to Finance + commission review
P0005,22,25-11-2025,10,48,4140,2,,29-12-2024,Europe,Payment Agent,Gold,healthy,7,2,0,0,Low Engagement,Re-engagement email + training invite
P0005,23,02-12-2025,8,68,4324,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,14,1,0,0,Low Engagement,Re-engagement email + training invite
P0005,24,09-12-2025,15,66,4090,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,22,0,0,0,Performance Decline,Marketing assistance + performance review
P0005,25,16-12-2025,27,18,3807,3,,29-12-2024,Europe,Payment Agent,Gold,at_risk,18,10,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0005,26,23-12-2025,21,12,3822,1,,29-12-2024,Europe,Payment Agent,Gold,healthy,4,0,0,0,Low Engagement,Re-engagement email + training invite
P0005,27,30-12-2025,9,107,4670,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,3,0,0,0,Low Engagement,Re-engagement email + training invite
P0005,28,06-01-2026,6,85,4681,0,,29-12-2024,Europe,Payment Agent,Gold,at_risk,24,0,1,0,Financial Issues,Escalate to Finance + commission review
P0005,29,13-01-2026,19,47,3884,0,,29-12-2024,Europe,Payment Agent,Gold,healthy,28,0,0,0,Financial Issues,Escalate to Finance + commission review
P0005,30,20-01-2026,17,90,4725,0,,29-12-2024,Europe,Payment Agent,Gold,at_risk,8,1,0,0,Relationship Neglect,Immediate account manager outreach
P0006,1,01-07-2025,20,101,461,2,,24-08-2024,North America,API User,Silver,healthy,21,1,0,0,Performance Decline,Marketing assistance + performance review
P0006,2,08-07-2025,8,16,484,2,,24-08-2024,North America,API User,Silver,at_risk,10,5,0,0,Low Engagement,Re-engagement email + training invite
P0006,3,15-07-2025,15,48,986,0,,24-08-2024,North America,API User,Silver,healthy,14,1,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,4,22-07-2025,21,26,981,0,,24-08-2024,North America,API User,Silver,churning,7,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0006,5,29-07-2025,13,72,900,0,,24-08-2024,North America,API User,Silver,at_risk,4,0,0,0,Financial Issues,Escalate to Finance + commission review
P0006,6,05-08-2025,21,21,1045,0,,24-08-2024,North America,API User,Silver,at_risk,18,0,0,0,Relationship Neglect,Immediate account manager outreach
P0006,7,12-08-2025,19,38,584,0,,24-08-2024,North America,API User,Silver,churning,1,0,0,0,Performance Decline,Marketing assistance + performance review
P0006,8,19-08-2025,19,88,960,1,,24-08-2024,North America,API User,Silver,healthy,4,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,9,26-08-2025,7,48,1291,0,,24-08-2024,North America,API User,Silver,healthy,15,1,0,0,Low Engagement,Re-engagement email + training invite
P0006,10,02-09-2025,24,31,1288,0,,24-08-2024,North America,API User,Silver,healthy,21,1,1,0,Financial Issues,Escalate to Finance + commission review
P0006,11,09-09-2025,20,110,617,0,,24-08-2024,North America,API User,Silver,healthy,26,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0006,12,16-09-2025,10,24,1206,1,,24-08-2024,North America,API User,Silver,churning,12,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,13,23-09-2025,12,69,522,0,,24-08-2024,North America,API User,Silver,at_risk,18,1,0,0,Performance Decline,Marketing assistance + performance review
P0006,14,30-09-2025,7,102,513,0,,24-08-2024,North America,API User,Silver,at_risk,15,0,1,0,Financial Issues,Escalate to Finance + commission review
P0006,15,07-10-2025,18,26,467,0,,24-08-2024,North America,API User,Silver,churning,22,0,0,0,Performance Decline,Marketing assistance + performance review
P0006,16,14-10-2025,25,139,815,1,,24-08-2024,North America,API User,Silver,at_risk,18,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,17,21-10-2025,19,104,680,1,,24-08-2024,North America,API User,Silver,healthy,8,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0006,18,28-10-2025,26,97,1093,0,,24-08-2024,North America,API User,Silver,at_risk,28,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0006,19,04-11-2025,5,106,974,0,,24-08-2024,North America,API User,Silver,healthy,20,0,0,0,Low Engagement,Re-engagement email + training invite
P0006,20,11-11-2025,26,112,980,0,,24-08-2024,North America,API User,Silver,at_risk,23,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,21,18-11-2025,21,113,742,0,,24-08-2024,North America,API User,Silver,healthy,18,0,0,0,Low Engagement,Re-engagement email + training invite
P0006,22,25-11-2025,12,81,1030,1,,24-08-2024,North America,API User,Silver,at_risk,26,1,0,0,Relationship Neglect,Immediate account manager outreach
P0006,23,02-12-2025,7,136,336,0,,24-08-2024,North America,API User,Silver,churning,12,0,0,0,Low Engagement,Re-engagement email + training invite
P0006,24,09-12-2025,29,54,1223,0,,24-08-2024,North America,API User,Silver,healthy,23,0,0,0,Performance Decline,Marketing assistance + performance review
P0006,25,16-12-2025,27,41,623,0,,24-08-2024,North America,API User,Silver,churning,3,0,0,0,Low Engagement,Re-engagement email + training invite
P0006,26,23-12-2025,14,44,1238,0,,24-08-2024,North America,API User,Silver,healthy,21,0,0,0,Low Engagement,Re-engagement email + training invite
P0006,27,30-12-2025,28,46,473,0,,24-08-2024,North America,API User,Silver,healthy,19,0,2,0,Financial Issues,Escalate to Finance + commission review
P0006,28,06-01-2026,13,126,922,0,,24-08-2024,North America,API User,Silver,churning,19,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0006,29,13-01-2026,26,134,500,0,,24-08-2024,North America,API User,Silver,churning,26,0,0,0,Performance Decline,Marketing assistance + performance review
P0006,30,20-01-2026,8,96,834,0,,24-08-2024,North America,API User,Silver,healthy,6,0,0,0,Low Engagement,Re-engagement email + training invite
P0007,1,01-07-2025,18,93,6002,0,,13-11-2024,Middle East,API User,Platinum,at_risk,3,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0007,2,08-07-2025,9,54,5608,0,,13-11-2024,Middle East,API User,Platinum,healthy,16,0,0,0,Low Engagement,Re-engagement email + training invite
P0007,3,15-07-2025,14,85,6349,1,,13-11-2024,Middle East,API User,Platinum,healthy,25,0,0,0,Low Engagement,Re-engagement email + training invite
P0007,4,22-07-2025,26,37,5955,0,,13-11-2024,Middle East,API User,Platinum,healthy,24,0,0,0,Low Engagement,Re-engagement email + training invite
P0007,5,29-07-2025,28,120,5935,2,,13-11-2024,Middle East,API User,Platinum,healthy,5,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0007,6,05-08-2025,5,128,5399,0,,13-11-2024,Middle East,API User,Platinum,healthy,19,0,0,0,Low Engagement,Re-engagement email + training invite
